index,term,prof_rating,requirements_met0,requirements_met1,requirements_met2,requirements_met3,title,registered,description,course_id,end_time,faculty,department,credits,start_time,size
68,18WI,4.6,Literary/Artistic Analysis,Writing Rich 2,,,Introduction+to+Cinema+and+Media+Studies,26,"This course introduces students to the basic terms, concepts and methods used in cinema studies and helps build critical skills for analyzing films, technologies, industries, styles and genres, narrative strategies and ideologies. Students will develop skills in critical viewing and careful writing via assignments such as a short response essay, a plot segmentation, a shot breakdown, and various narrative and stylistic analysis papers. Classroom discussion focuses on applying critical concepts to a wide range of films. Requirements include two evening film screenings per week. Extra time.",CAMS+110.00,11:00am,Jay S Beck,CAMS,6 credits,9:50am,25
69,18WI,3.5,Arts Practice,,,,Digital+Foundations,12,"This class introduces students to the full range of production tools and forms, building both the technical and conceptual skills needed to continue at more advanced levels. We will explore the aesthetics and mechanics of shooting digital video, the role of sound and how to record and mix it, field and studio production, lighting, and editing with Adobe Premiere Pro CC. Course work will include individual and group production projects, readings, and writing. This is an essential foundation for anyone interested in moving-image production and learning the specifics of CAMS' studios, cameras, and lighting equipment.",CAMS+111.01,11:55am,Laska  Jimsen,CAMS,6 credits,10:10am,15
70,18WI,3.5,Arts Practice,,,,Digital+Foundations,14,"This class introduces students to the full range of production tools and forms, building both the technical and conceptual skills needed to continue at more advanced levels. We will explore the aesthetics and mechanics of shooting digital video, the role of sound and how to record and mix it, field and studio production, lighting, and editing with Adobe Premiere Pro CC. Course work will include individual and group production projects, readings, and writing. This is an essential foundation for anyone interested in moving-image production and learning the specifics of CAMS' studios, cameras, and lighting equipment.",CAMS+111.02,4:55pm,Laska  Jimsen,CAMS,6 credits,3:10pm,15
71,18WI,,Arts Practice,,,,Television+Studio+Production,13,"his hands-on studio television production course, students learn professional studio methods and techniques for creating both fiction and nonfiction television programs. Concepts include lighting and set design, blocking actors, directing cameras, composition, switching, sound recording and scripting. Students work in teams to produce four assignments, crewing for each other's productions in front of and behind the camera, in the control room, and in post-production.",CAMS+177.00,3:00pm,Paul  Hager,CAMS,6 credits,1:15pm,18
72,18WI,4.67,Arts Practice,,,,Sound+and+Music+in+TV+and+New+Media,21,"This course covers the theory and production of sound and music in radio, electronic soundscapes, electroacoustic music, and film and video. The course will focus on the aesthetics, theory and practice of sound in these media. Students will create sound artworks in a laboratory component, using Logic Pro and other sound engineering software. Students will produce several audio projects, including a podcast of a radio show, an electronic musique concrete or sound art piece, and a musical accompaniment to a short film or video using pre-existing music. Music reading and/or knowledge of musical recording software helpful but not required.",CAMS+242.00,11:55am,Ronald  Rodman,CAMS,6 credits,10:10am,25
73,18WI,,Literary/Artistic Analysis,International Studies,,,Documentary+Studies,25,"This course explores the relevance and influence of documentary films by closely examining the aesthetic concerns and ethical implications inherent in these productions. We study these works both as artistic undertakings and as documents produced within a specific time, culture, and ideology. Central to our understanding of the form are issues of technology, methodology, and ethics, which are examined thematically as well as chronologically. The course offers an overview of the major historical movements in documentary film along more recent works; it combines screenings, readings, and discussions with the goal of preparing students to both understand and analyze documentary films.",CAMS+246.00,11:00am,Cecilia M Cornejo,CAMS,6 credits,9:50am,25
74,18WI,,Literary/Artistic Analysis,,,,Video+Games+and+Identity,24,"As video games have emerged as a dominant cultural form, they have become deeply intertwined with broader cultural debates around identity. By analyzing a variety of specific games as well as the industry that creates them and the communities who play them, we will think through topics such as liberal multiculturalism, neoliberal capitalism, feminism, queerness, ethical design, the military-entertainment complex, GamerGate, and discourses of political correctness. This course will avoid categorizing games as having “positive” or “negative” social effects and will instead focus on how video games function as a window into issues of identity in U.S. culture.",CAMS+257.00,1:40pm,Dimitrios  Pavlounis,CAMS,6 credits,12:30pm,25
75,18WI,4.5,Arts Practice,,,,Fiction,15,"Through a series of exercises, students will explore the fundamentals of making narrative films. Areas of focus in this course include visual storytelling and cinematography, working with actors, and story structure. Through readings, screenings, and writing exercises, we will analyze how mood, tone, and themes are constructed through formal techniques. Course work includes individual and group exercise, and culminates in individual short narrative projects.",CAMS+271.00,4:55pm,Catherine  Licata,CAMS,6 credits,3:10pm,15
76,18WI,4.5,Arts Practice,,,,Digital+Editing+Workshop,15,"This course introduces students to the art of motion picture editing by combining theoretical and aesthetic study with hands-on work using the non-linear digital video editing software Adobe Premiere. We explore graphic, temporal, spatial, rhythmic and aural relationships in a variety of moving image forms including classical narrative continuity and documentary storytelling. Underscoring the strong links between concept, direction, shooting, and editing, this course examines the close ties between production and post-production. Through editing assignments and class critique, students develop expressive techniques and proficiency in basic video and sound editing and post-production workflow.",CAMS+273.00,3:00pm,Catherine  Licata,CAMS,6 credits,1:15pm,15
77,18WI,4.6,Literary/Artistic Analysis,,,,Sound+Studies+Seminar,18,"This course presents the broader field of Sound Studies, its debates and issues. Drawing on a diverse set of interdisciplinary perspectives, the seminar explores the range of academic work on sound to examine the relationship between sound and listening, sound and perception, sound and memory, and sound and modern thought. Topics addressed include but are not limited to sound technologies and industries, acoustic perception, sound and image relations, sound in media, philosophies of listening, sound semiotics, speech and communication, voice and subject formation, sound art, the social history of noise, and hearing cultures.",CAMS+320.00,3:35pm,Jay S Beck,CAMS,6 credits,1:50pm,15
78,18WI,,,,,,Integrative+Exercise,0,n/a,CAMS+400.00,n/a,Staff,CAMS,"6 credits, S/CR/NC only",n/a,25
79,18WI,,,,,,Integrative+Exercise,4,n/a,CAMS+400.01,n/a,Dimitrios  Pavlounis,CAMS,"6 credits, S/CR/NC only",n/a,25
80,18WI,4.5,,,,,Integrative+Exercise,4,n/a,CAMS+400.02,n/a,Catherine  Licata,CAMS,"6 credits, S/CR/NC only",n/a,25
81,18WI,4.6,,,,,Integrative+Exercise,3,n/a,CAMS+400.03,n/a,Jay S Beck,CAMS,"6 credits, S/CR/NC only",n/a,25
82,18WI,3.5,,,,,Integrative+Exercise,5,n/a,CAMS+400.04,n/a,Laska  Jimsen,CAMS,"6 credits, S/CR/NC only",n/a,25
83,18WI,,Humanistic Inquiry,Quantitative Reasoning,,,Ancient+Technology,24,"Technology--humanity's efforts to manipulate its physical environment--stands as a central concern of the modern world. This course examines the technology of the ancient world and investigates its integral relationship to other facets of human activity. Theories of technological change will be explored initially in order to develop a socially-informed understanding of technology. In the second part, students will investigate specific ancient technologies using archaeological and textual evidence and present their findings to the class. The goal of this course is to understand technology as a social phenomenon in both the ancient and modern worlds.",CLAS+127.00,11:55am,Sarah E Craft,CLAS,6 credits,10:10am,30
84,18WI,5,Humanistic Inquiry,Writing Rich 2,International Studies,Quantitative Reasoning,Gender+and+Sexuality+in+Classical+Antiquity,23,"both ancient Greece and Rome, gender (along with class and citizenship status) largely determined what people did, where they spent their time, and how they related to others. This course will examine the ways in which Greek and Roman societies defined gender categories, and how they used them to think about larger social, political, and religious issues. Primary readings from Greek and Roman epic, lyric, and drama, as well as ancient historical, philosophical, and medical writers; in addition we will explore a range of secondary work on the topic from the perspectives of Classics and Gender Studies.",CLAS+214.00,1:40pm,Clara S Hardy,CLAS,6 credits,12:30pm,25
85,18WI,5,,,,,Senior+Symposium,4,"From proposals (""abstracts"") developed in Classics 394, departmental majors will compose a twenty minute presentation to be delivered at a symposium on the model of professional conferences. The talks will then be revised into articles to be submitted to a journal of professional style, accepted and edited by the group into a presentable volume.",CLAS+400.00,n/a,Clara S Hardy,CLAS,"3 credits, S/CR/NC only",n/a,10
